id,title,type,description,release_year,age_certification,runtime,genres,production_countries
ts273485,Baki Hanma,SHOW,"To gain the skills he needs to surpass his powerful father, Baki enters Arizona State Prison to take on the notorious inmate known as Mr. Unchained.",2021,TV-MA,25,"['animation', 'action', 'drama', 'sport', 'thriller']",['JP']
tm1020820,Night Teeth,MOVIE,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions - and their dangerous, shadowy underworld - he must fight to stay alive.",2021,,107,"['crime', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']","['GB', 'US']"
ts290643,Super Crooks,SHOW,Johnny Bolt recruits a group of ragtag supervillains for one last heist. Their target: A ruthless super-powered crime boss. What can go wrong?,2021,TV-MA,30,"['action', 'crime', 'fantasy', 'scifi', 'drama', 'animation']",['JP']
tm1198388,Cyber Hell: Exposing an Internet Horror,MOVIE,"Anonymous and exploitative, a network of online chat rooms ran rampant with sex crimes. The hunt to take down its operators required guts and tenacity.",2022,,105,"['documentation', 'crime']",['KR']
tm1038363,America: The Motion Picture,MOVIE,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,2021,R,98,"['action', 'animation', 'war', 'comedy', 'fantasy', 'history', 'scifi']",['US']
tm1073510,SAS: Red Notice,MOVIE,A small army of well trained criminals led by Grace Lewis have hijacked a train deep beneath the English Channel.,2021,R,124,"['thriller', 'action', 'drama']","['GB', 'HU', 'NL', 'CH']"
ts271867,Vincenzo,SHOW,"Vincenzo Cassano is an Italian lawyer and Mafia consigliere who moves back to Korea due to a conflict within his organization. He ends up crossing paths with a sharp-tongued lawyer named Cha-young, and the two join forces in using villainous methods to take down villains who cannot be punished by the law.",2021,,81,"['action', 'drama', 'comedy', 'crime', 'romance']",['KR']
tm1158704,Tyler Perry's A Madea Homecoming,MOVIE,Madea's back - hallelujer! And she's not putting up with any nonsense as family drama erupts at her great-grandson's college graduation celebration.,2022,R,105,"['comedy', 'drama', 'romance']",['US']
tm863351,The God Committee,MOVIE,"An organ transplant committee has one hour to decide which of three patients deserves a life-saving heart. Seven years later, the committee members struggle with the consequences of that fateful decision.",2021,,98,"['drama', 'thriller']",['US']
ts288087,Sophie: A Murder in West Cork,SHOW,A shocking murder in rural Ireland sets off an increasingly convoluted quest for justice that spans decades and cuts across national borders.,2021,TV-14,55,"['documentation', 'crime', 'thriller', 'history']",['GB']
ts314742,He-Man and the Masters of the Universe,SHOW,"Eternia's Prince Adam discovers the power of Grayskull and transforms into He-Man, Master of the Universe. A reimagining of the classic animated series.",2021,TV-Y7,25,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'scifi']",['US']
ts333834,The Ultimatum: Marry or Move On,SHOW,Get hitched or call it quits? Couples put their love to the test — while shacking up with other potential matches — in a provocative reality series.,2022,TV-MA,49,['reality'],['US']
ts237972,Katla,SHOW,"A year after a subglacial volcano erupts, mysterious elements from prehistoric times emerge from the melting ice, bringing unforeseen consequences.",2021,TV-MA,46,"['drama', 'thriller', 'scifi']",['IS']
ts262246,The Last Bus,SHOW,"After embarking on a life-changing field trip, a group of whip-smart students fight to save humanity from an army of ruthless drones.",2022,TV-PG,35,"['scifi', 'comedy', 'drama', 'family', 'fantasy']",['GB']
tm1080252,7 Prisoners,MOVIE,An impoverished teen seeking to escape the clutches of a human trafficker must weigh living up to his moral code against his struggle to survive.,2021,R,93,"['drama', 'crime']",['BR']
ts313668,Tear Along the Dotted Line,SHOW,A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,2021,TV-14,19,"['drama', 'comedy', 'animation']",['IT']
tm977704,Robin Robin,MOVIE,A bird raised by mice begins to question where she belongs and sets off on a daring journey of self-discovery.,2021,G,30,"['animation', 'action', 'family', 'music', 'comedy']",['GB']
tm813078,Prayers for the Stolen,MOVIE,Life in a town at war seen through the eyes of three young girls on the path to adolescence.,2021,R,110,['drama'],"['BR', 'DE', 'QA', 'MX', 'US', 'CH', 'AR']"
tm1150872,Aziz Ansari: Nightclub Comedian,MOVIE,"After another year of lockdowns, Aziz takes the stage to skewer pandemic life, quarantines, vaccine cards, celebrity side-gigs, smartphones and more.",2022,R,29,['comedy'],['US']
tm1195561,Kuttavum Shikshayum,MOVIE,A five-member Kerala Police have to use their best policing skills when they go to Rajasthan to nab a gang behind a jewellery shop theft.,2022,,136,"['crime', 'drama', 'thriller', 'action']",['IN']
ts104499,Trese,SHOW,"Set in Manila where the mythical creatures of Philippine folklore live in hiding amongst humans, Alexandra Trese finds herself going head to head with a criminal underworld comprised of malevolent supernatural beings.",2021,TV-MA,29,"['horror', 'scifi', 'thriller', 'action', 'crime', 'fantasy', 'animation']",['PH']
ts321966,WWII in Color: Road to Victory,SHOW,Gripping historical footage and expert commentary give detailed insights into the leading figures and decisive turning points of World War II.,2021,,51,"['documentation', 'war', 'history']",['GB']
tm1180123,The House,MOVIE,"Across different eras, a poor family, an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy.",2022,,31,"['thriller', 'animation', 'comedy', 'drama', 'horror', 'fantasy']",['GB']
tm1141923,The Royal Treatment,MOVIE,"Isabella runs her own salon and isn’t afraid to speak her mind, while Prince Thomas runs his own country and is about to marry for duty rather than love. When Izzy and her fellow stylists get the opportunity of a lifetime to do the hair for the royal wedding, she and Prince Thomas learn that taking control of their own destiny requires following their hearts.",2022,,96,"['romance', 'comedy', 'family']",['US']
tm673809,Schumacher,MOVIE,"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",2021,,112,"['sport', 'documentation']",['DE']
ts315611,Animal,SHOW,"This immersive series follows the world's most magnificent creatures, capturing never-before-seen moments from the heartwarming to the outrageous.",2021,TV-PG,46,['documentation'],"['US', 'BR']"
tm858869,Stowaway,MOVIE,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,2021,PG-13,117,"['thriller', 'action', 'scifi', 'drama']","['DE', 'US']"
ts297483,Hometown Cha-Cha-Cha,SHOW,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",2021,TV-14,78,"['comedy', 'romance', 'drama']",['KR']
tm1165219,Ali Wong: Don Wong,MOVIE,"Comedian, writer and actress Ali Wong returns to Netflix for her third original comedy special, Don Wong. Just in time for Valentine's Day, Ali reveals her wildest fantasies, the challenges of monogamy, and how she really feels about single people. Filmed at The Count Basie Theater in New Jersey.",2022,R,59,['comedy'],['US']
tm1132176,Jimmy Carr: His Dark Material,MOVIE,"Jimmy Carr finds humor in the darkest of places in this stand-up special that features his dry, sardonic wit — and some jokes he calls ""career enders.""",2021,,59,['comedy'],['GB']
ts269676,History of Swear Words,SHOW,This proudly profane series explores the history and impact of some of the most notorious bad words in the English language.,2021,TV-MA,21,"['documentation', 'comedy']",['US']
ts304058,Ganglands,SHOW,"Mehdi, a qualified robber, and Liana, an apprentice thief, get involved in a turf war between drug dealers, and have to collaborate in order to save their loved ones.",2021,TV-MA,46,"['action', 'crime', 'drama', 'thriller']",['FR']
tm898614,Sweet Girl,MOVIE,A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left: his daughter.,2021,R,110,"['action', 'drama', 'thriller']",['US']
ts273100,DOTA: Dragon's Blood,SHOW,"After encounters with a dragon and a princess on her own mission, a Dragon Knight becomes embroiled in events larger than he could have ever imagined.",2021,TV-MA,26,"['scifi', 'action', 'animation', 'fantasy', 'thriller']",['US']
tm1086874,Minnal Murali,MOVIE,A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.,2021,,158,"['comedy', 'action', 'drama', 'fantasy', 'scifi']",['IN']
ts222864,Falling Into Your Smile,SHOW,"Student Tong Yao makes two vows: to never be in a relationship with someone in the same field and to make up for the Chinese League of Legends. When Tong Yao earns her spot as the first formal female player in China's professional league, she catches the attention of an elite team captain. Facing doubts and inconveniences, she meets each challenge with her own persistence and her teammates' support. After much effort, what will become of her vows? Will she stand on the world stage to make up for six years of regret? Will she avoid a romantic entanglement within the e-sports world?  Adapted from the novel You're Beautiful When You Smile by Qing Mei.",2021,TV-14,44,"['drama', 'comedy', 'romance']",['CN']
ts265991,The Cook of Castamar,SHOW,"Set in early 18th-century Madrid, the plot follows the love story between an agoraphobic cook and a widowed nobleman.",2021,TV-MA,55,['drama'],['ES']
ts256311,High-Rise Invasion,SHOW,"High-school girl Yuri suddenly finds herself on the rooftop of a high-rise building. She's trapped in a bizarre world surrounded by skyscrapers, where a masked man cracked open a man's head with an axe before her eyes. Finding a way to survive this bizarre world, find her beloved brother, and escape becomes her top priority, but she is beset by danger not just from the mysterious Masks, which possess both inhuman strength and cruelty, but other survivors turned cruel or desparate by the insanity of the high-rise world.",2021,TV-MA,26,"['thriller', 'action', 'animation', 'horror', 'scifi']",['JP']
tm1018890,Seaspiracy,MOVIE,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers an alarming global conspiracy.",2021,,89,['documentation'],['US']
tm996676,Viraata Parvam,MOVIE,Vennela has fallen for Aranya aka Ravanna’s poetry and the man both. What happens when she sets out on an arduous journey to be with him?,2022,,150,"['romance', 'action', 'drama']",['IN']
ts331680,Making Fun,SHOW,Grumpy expert maker Jimmy DiResta fields kids' ideas for delightfully pointless inventions. Then — if he's in the mood — he and his pals build 'em.,2022,TV-PG,41,['reality'],['US']
tm1188818,Operation Romeo,MOVIE,Aditya Sharma and Neha Kasliwal are in a relationship which finds itself challenged one night when they’re out on a date and get harassed in the dead of the night by two men posing as policemen. Will the night change the course of their relationship?,2022,,135,"['drama', 'thriller']",['IN']
